uid,species,Codon,Ecosytem,Habitat,Reference,Note,name
541,Chrysolykos,R,Lake Walen,"monomictic, peri-alpine",Anneville et al. (2005),to X2,species.1
542,Gymnodinium,R,Lake Constance,"monomictic, peri-alpine",Anneville et al. (2005),to Y,species.1
543,Achnanthes,R,"Lake Constance, Lake Walen","monomictic, peri-alpine",Anneville et al. (2005),to MP,species.1
544,Planktotrhix rubescens,R,Lake Mondsee (Austria),"deep, eu-hypertrophic period of the lake",Dokulil & Teubner (2003),"Tabellaria flocculosa var. fenestrata to N, Ceratium hirundinella, C. cornutum and Peridinium willei to Lo; Fragilaria spp.to P",species.1
544,Tabellaria flocculosa var. fenestrata,R,Lake Mondsee (Austria),"deep, eu-hypertrophic period of the lake",Dokulil & Teubner (2003),"Tabellaria flocculosa var. fenestrata to N, Ceratium hirundinella, C. cornutum and Peridinium willei to Lo; Fragilaria spp.to P",species.2
544,Ceratium hirundinella,R,Lake Mondsee (Austria),"deep, eu-hypertrophic period of the lake",Dokulil & Teubner (2003),"Tabellaria flocculosa var. fenestrata to N, Ceratium hirundinella, C. cornutum and Peridinium willei to Lo; Fragilaria spp.to P",species.3
544,Ceratium cornutum,R,Lake Mondsee (Austria),"deep, eu-hypertrophic period of the lake",Dokulil & Teubner (2003),"Tabellaria flocculosa var. fenestrata to N, Ceratium hirundinella, C. cornutum and Peridinium willei to Lo; Fragilaria spp.to P",species.4
544,Peridinium willei,R,Lake Mondsee (Austria),"deep, eu-hypertrophic period of the lake",Dokulil & Teubner (2003),"Tabellaria flocculosa var. fenestrata to N, Ceratium hirundinella, C. cornutum and Peridinium willei to Lo; Fragilaria spp.to P",species.5
544,Fragilaria spp.,R,Lake Mondsee (Austria),"deep, eu-hypertrophic period of the lake",Dokulil & Teubner (2003),"Tabellaria flocculosa var. fenestrata to N, Ceratium hirundinella, C. cornutum and Peridinium willei to Lo; Fragilaria spp.to P",species.6
545,Isocystis pallida,R,"Lake Boeckella, Lake Chico (Antartic)","antarctic lakes, oligotrophic, meso-eutrophic",Allende & Izaguirre (2003),Pseudanabaena catenata  to MP; others to S1,species.1
545,Leptolyngbya tenue,R,"Lake Boeckella, Lake Chico (Antartic)","antarctic lakes, oligotrophic, meso-eutrophic",Allende & Izaguirre (2003),Pseudanabaena catenata  to MP; others to S1,species.2
545,Leptolyngbya antartica,R,"Lake Boeckella, Lake Chico (Antartic)","antarctic lakes, oligotrophic, meso-eutrophic",Allende & Izaguirre (2003),Pseudanabaena catenata  to MP; others to S1,species.3
545,Pseudanabaena catenata,R,"Lake Boeckella, Lake Chico (Antartic)","antarctic lakes, oligotrophic, meso-eutrophic",Allende & Izaguirre (2003),Pseudanabaena catenata  to MP; others to S1,species.4
546,Planktotrhix rubescens,R,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),"Planktothrix agardhii, Planktolyngbya limnetica to S1, unless they occurred in the DCM",species.1
546,Planktotrhix agardhii,R,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),"Planktothrix agardhii, Planktolyngbya limnetica to S1, unless they occurred in the DCM",species.2
546,Planktolyngbya limnetica,R,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),"Planktothrix agardhii, Planktolyngbya limnetica to S1, unless they occurred in the DCM",species.3
547,Microcystis flos-aquae,R - LM,Lake Mondsee (Austria),"deep, eutrophic period of the lake",Dokulil & Teubner (2003),"P. rubescens to R; Microcystis flos-aquae to M;Gomphosphaeria lacustris to Lo;Dinobryon spp. to E; Cryptomonas spp. to Y, Rhodomonas minuta to X2",species.1
547,Planktotrhixrubescens,R - LM,Lake Mondsee (Austria),"deep, eutrophic period of the lake",Dokulil & Teubner (2003),"P. rubescens to R; Microcystis flos-aquae to M;Gomphosphaeria lacustris to Lo;Dinobryon spp. to E; Cryptomonas spp. to Y, Rhodomonas minuta to X2",species.2
547,Gomphosphaeria lacustris,R - LM,Lake Mondsee (Austria),"deep, eutrophic period of the lake",Dokulil & Teubner (2003),"P. rubescens to R; Microcystis flos-aquae to M;Gomphosphaeria lacustris to Lo;Dinobryon spp. to E; Cryptomonas spp. to Y, Rhodomonas minuta to X2",species.3
547,Dinobryon sociale,R - LM,Lake Mondsee (Austria),"deep, eutrophic period of the lake",Dokulil & Teubner (2003),"P. rubescens to R; Microcystis flos-aquae to M;Gomphosphaeria lacustris to Lo;Dinobryon spp. to E; Cryptomonas spp. to Y, Rhodomonas minuta to X2",species.4
547,Dinobryon divergens,R - LM,Lake Mondsee (Austria),"deep, eutrophic period of the lake",Dokulil & Teubner (2003),"P. rubescens to R; Microcystis flos-aquae to M;Gomphosphaeria lacustris to Lo;Dinobryon spp. to E; Cryptomonas spp. to Y, Rhodomonas minuta to X2",species.5
547,Cryptomonas spp.,R - LM,Lake Mondsee (Austria),"deep, eutrophic period of the lake",Dokulil & Teubner (2003),"P. rubescens to R; Microcystis flos-aquae to M;Gomphosphaeria lacustris to Lo;Dinobryon spp. to E; Cryptomonas spp. to Y, Rhodomonas minuta to X2",species.6
547,Rhodomonas minuta,R - LM,Lake Mondsee (Austria),"deep, eutrophic period of the lake",Dokulil & Teubner (2003),"P. rubescens to R; Microcystis flos-aquae to M;Gomphosphaeria lacustris to Lo;Dinobryon spp. to E; Cryptomonas spp. to Y, Rhodomonas minuta to X2",species.7
548,Chromatium,V,NA,NA,"Reynolds et al., (2002)",NA,species.1
548,Chlorolobium,V,NA,NA,"Reynolds et al., (2002)",NA,species.2
549,Lepocinclis salina,W,Lake Rodó (Uruguay),"shallow,  polymictic",Kruk et al. (2002),to W1,species.1
550,Chlamydomonas,W0,Hungarian rivers,NA,Borics et al. (2007),Spermatozoopsis to X2,species.1
550,Spermatozopsis,W0,Hungarian rivers,NA,Borics et al. (2007),Spermatozoopsis to X2,species.2
550,Pyrobotrys,W0,Hungarian rivers,NA,Borics et al. (2007),Spermatozoopsis to X2,species.3
550,Chlorella,W0,Hungarian rivers,NA,Borics et al. (2007),Spermatozoopsis to X2,species.4
550,Polytoma,W0,Hungarian rivers,NA,Borics et al. (2007),Spermatozoopsis to X2,species.5
550,Oscillatoria chlorina,W0,Hungarian rivers,NA,Borics et al. (2007),Spermatozoopsis to X2,species.6
550,Beggiatoa alba,W0,Hungarian rivers,NA,Borics et al. (2007),Spermatozoopsis to X2,species.7
551,Euglena acus,W1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.1
551,Euglena proxima,W1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.2
551,Euglena splendens,W1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.3
552,Phacus pusillus,W1,Lake Manyas (Turkey),"shallow, hypertrophic",Çelik & Ongun (2008),NA,species.1
553,Euglena oxyuris,W1,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),NA,species.1
553,Euglena spp.,W1,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),NA,species.2
554,Vacuolaria tropicalis,W1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008b),NA,species.1
555,Euglena oxyuris,W1,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),NA,species.1
555,Euglena sp.,W1,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),NA,species.2
555,Lepocinclis sp.,W1,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),NA,species.3
555,Phacus sp.,W1,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),NA,species.4
556,Euglena sp.,W1,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.1
557,Euglena sp.,W1,Paraná river (Argentina),NA,Devercelli (2006),NA,species.1
558,Phacus triqueter,W1,21 floodplain lakes (Araguaia river) (Brazil),NA,Nabout et al. (2006),NA,species.1
558,Euglena sp.,W1,21 floodplain lakes (Araguaia river) (Brazil),NA,Nabout et al. (2006),NA,species.2
559,Euglenoids,W1,12 Belgian lakes,NA,Sarmento & Descy (2008),"Synura to Ws; ""Euglenoids"" taxonomic resolution does not allow sorting into coda",species.1
559,Synura,W1,12 Belgian lakes,NA,Sarmento & Descy (2008),"Synura to Ws; ""Euglenoids"" taxonomic resolution does not allow sorting into coda",species.2
559,Gonium,W1,12 Belgian lakes,NA,Sarmento & Descy (2008),"Synura to Ws; ""Euglenoids"" taxonomic resolution does not allow sorting into coda",species.3
560,Euglena,W1,Hungarian rivers,NA,Borics et al. (2007),Pandorina morum to G,species.1
560,Phacus,W1,Hungarian rivers,NA,Borics et al. (2007),Pandorina morum to G,species.2
560,Lepocinclis,W1,Hungarian rivers,NA,Borics et al. (2007),Pandorina morum to G,species.3
560,Gonium pectorale,W1,Hungarian rivers,NA,Borics et al. (2007),Pandorina morum to G,species.4
560,Gonium sociale,W1,Hungarian rivers,NA,Borics et al. (2007),Pandorina morum to G,species.5
560,Pandorina morum,W1,Hungarian rivers,NA,Borics et al. (2007),Pandorina morum to G,species.6
561,Euglena,W1,Mary river (Australia),floodplain lake,Townsend (2006),NA,species.1
561,Phacus,W1,Mary river (Australia),floodplain lake,Townsend (2006),NA,species.2
562,Pandorina,W1,Los Coipos Lake (Argentina),NA,Fazio & O'Farrell (2005),Pandorina to G; “Euglenophyceae” taxonomic resolution does not allow sorting into coda,species.1
562,Euglenophyceae,W1,Los Coipos Lake (Argentina),NA,Fazio & O'Farrell (2005),Pandorina to G; “Euglenophyceae” taxonomic resolution does not allow sorting into coda,species.2
563,Strombomonas sp.,W1,Chodikee lake,"shallow, eutrophic",Huszar et al. (2003),to W2,species.1
564,Euglena proxima,W1,Hungarian shallow lakes,NA,Padisák et al. (2003a),to Ws,species.1
564,Euglena texta,W1,Hungarian shallow lakes,NA,Padisák et al. (2003a),to Ws,species.2
564,Euglena acus,W1,Hungarian shallow lakes,NA,Padisák et al. (2003a),to Ws,species.3
564,Synura,W1,Hungarian shallow lakes,NA,Padisák et al. (2003a),to Ws,species.4
565,Synura,W1,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbow lakes,O'Farrell et al. (2003),Synura to Ws; Peridinium to Lo,species.1
565,Gonium,W1,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbow lakes,O'Farrell et al. (2003),Synura to Ws; Peridinium to Lo,species.2
565,Euglena spp.,W1,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbow lakes,O'Farrell et al. (2003),Synura to Ws; Peridinium to Lo,species.3
565,Peridinium sp.,W1,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbow lakes,O'Farrell et al. (2003),Synura to Ws; Peridinium to Lo,species.4
566,Trachelomonas sculpta,W2,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",NA,species.1
566,Trachelomonas volvocinopsis,W2,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",NA,species.2
566,Trachelomonas hispida var. hispida,W2,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",NA,species.3
566,Trachelomonas kellogii,W2,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",NA,species.4
567,Trachelomonas bacillifera,W2,Faxinal Reservoir,"deep, meso-eutrophic, warm deep, meso-eutrophic, warm monomictic, atelomictic, water  supply",Becker et al. (2008),NA,species.1
567,Trachelomonas volvocina,W2,Faxinal Reservoir,"deep, meso-eutrophic, warm deep, meso-eutrophic, warm monomictic, atelomictic, water  supply",Becker et al. (2008),NA,species.2
567,Trachelomonas volvocinopsis,W2,Faxinal Reservoir,"deep, meso-eutrophic, warm deep, meso-eutrophic, warm monomictic, atelomictic, water  supply",Becker et al. (2008),NA,species.3
568,Trachelomonas hispida,W2,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.1
568,Trachelomonas kellogii,W2,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.2
568,Trachelomonas volvocinopsis,W2,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.3
569,Trachelomonas reticollis,W2,Paraibuna river (Brazil),Eutrophic,Soares et al. (2007),NA,species.1
570,Trachelomonas,W2,Hungarian rivers,"Shallow, mesotrophic, well mixed lakes",Borics et al. (2007),Dimorphococcus spp. to F; others remain here but only if metaphytic.,species.1
570,Strombomonas,W2,Hungarian rivers,"Shallow, mesotrophic, well mixed lakes",Borics et al. (2007),Dimorphococcus spp. to F; others remain here but only if metaphytic.,species.2
570,Dimorphococcus spp.,W2,Hungarian rivers,"Shallow, mesotrophic, well mixed lakes",Borics et al. (2007),Dimorphococcus spp. to F; others remain here but only if metaphytic.,species.3
570,Small dinoflagellates Peridinium,W2,Hungarian rivers,"Shallow, mesotrophic, well mixed lakes",Borics et al. (2007),Dimorphococcus spp. to F; others remain here but only if metaphytic.,species.4
570,Glenodinium,W2,Hungarian rivers,"Shallow, mesotrophic, well mixed lakes",Borics et al. (2007),Dimorphococcus spp. to F; others remain here but only if metaphytic.,species.5
570,Gymnodinium,W2,Hungarian rivers,"Shallow, mesotrophic, well mixed lakes",Borics et al. (2007),Dimorphococcus spp. to F; others remain here but only if metaphytic.,species.6
570,other metaphytic species,W2,Hungarian rivers,"Shallow, mesotrophic, well mixed lakes",Borics et al. (2007),Dimorphococcus spp. to F; others remain here but only if metaphytic.,species.7
571,Trachelomonas volvocinopsis,W2,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.1
572,Trachelomonas oblonga,W2,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),NA,species.1
572,Trachelomonas volvocina,W2,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),NA,species.2
573,Trachelmonas,W2,Mary river (Australia),floodplain lake,Townsend (2006),NA,species.1
574,Trachelomonas,W2,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),NA,species.1
575,Trachelomonas spp.,W2,Garças Reservoir (Brazil),"shallow, eutrophic, polymictic",Crossetti & Bicudo (2005),NA,species.1
576,Trachelomonas,W2,Hungarian shallow lakes,NA,Padisák et al. (2003a),NA,species.1
577,Synura,WS,Hungarian rivers,NA,Borics et al. (2007),NA,species.1
578,Synura,WS,Hungarian shallow lakes,"humic lakes, natural organic richness of the water",Padisák et al. (2003a),NA,species.1
579,Gonynostomum,Q,Hungarian rivers,NA,Borics et al. (2007),NA,species.1
580,Gonyostomum semen,Q,Lake 979 (Canada),brown-water lake,Findlay et al. (2005),NA,species.1
581,Heterosigma cf. akashiwo,Q,Comprida Lagoon (Brazil),"shallow, humic, acidic coastal lagoon",Alves de Souza et al. (2006),NA,species.1
581,Gonyostomum semem,Q,Comprida Lagoon (Brazil),"shallow, humic, acidic coastal lagoon",Alves de Souza et al. (2006),NA,species.2
582,Gonyostomum semen,Q,15 Swedish forest lakes,"shallow-deep, oligo-mesotrophic",Willén (2003),NA,species.1
