resolved.taxa.name,tax.uid,form,variety,species,genus,family,order,class,phylum,kingdom,rank,source,check
Lepocinclis ovum,tax-879,NA,NA,Lepocinclis ovum,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Cosmarium phaseolus,tax-880,NA,NA,Cosmarium phaseolus,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Staurastrum furcatum,tax-881,NA,NA,Staurastrum furcatum,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Pseudostaurastrum hastatum,tax-882,NA,NA,Pseudostaurastrum hastatum,Pseudostaurastrum,Goniochloridaceae,Goniochloridales,Eustigmatophyceae,Ochrophyta,NA,species,AlgaeBase,check
Peridinium inconspicuum contactum,tax-883,NA,Peridinium inconspicuum contactum,NA,Peridinium,Peridiniaceae,Peridiniales,Dinophyceae,Miozoa,NA,variety,AlgaeBase,check
Cymbopleura lata,tax-884,NA,NA,Cymbopleura lata,Cymbopleura,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Closterium gracile,tax-885,NA,NA,Closterium gracile,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cryptomonas ovata,tax-886,NA,NA,Cryptomonas ovata,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,NA,species,AlgaeBase,check
Neidium dubium,tax-887,NA,NA,Neidium dubium,Neidium,Neidiaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmarium impressulum,tax-888,NA,NA,Cosmarium impressulum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Pinnularia viridis,tax-889,NA,NA,Pinnularia viridis,Pinnularia,Pinnulariaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmarium subcrenulatum,tax-890,NA,NA,Cosmarium subcrenulatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cymbella lanceolata,tax-891,NA,NA,Brebissonia lanceolata,Brebissonia,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Chlamydomonas intermedia,tax-892,NA,NA,Chlamydomonas intermedia,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Chlamydomonas proboscigera,tax-893,NA,NA,Chlamydomonas proboscigera,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Stephanodiscus hantzschii,tax-894,NA,NA,Stephanodiscus hantzschii,Stephanodiscus,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Oocystis naegelii,tax-895,NA,NA,Oocystis naegelii,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Euglenaformis proxima,tax-896,NA,NA,Euglenaformis proxima,Euglenaformis,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Frustulia rhomboides,tax-898,NA,NA,Frustulia rhomboides,Frustulia,Amphipleuraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Iconella amphioxys,tax-899,NA,NA,Iconella amphioxys,Iconella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmarium subcostatum subcostatum,tax-900,NA,Cosmarium subcostatum subcostatum,Cosmarium subcostatum,Cosmarium,NA,Desmidiales,Conjugatophyceae,Charophyta,Plantae,variety,gbif,check
Closterium pronum,tax-901,NA,NA,Closterium pronum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium subprotumidum,tax-903,NA,NA,Cosmarium subprotumidum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium strigosum,tax-904,NA,NA,Closterium strigosum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cocconeis placentula,tax-905,NA,NA,Cocconeis placentula,Cocconeis,Cocconeidaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Gymnodinium purpureum,tax-906,NA,NA,Gymnodinium purpureum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Trachelomonas globularis,tax-907,NA,NA,Trachelomonas globularis,Trachelomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Urosolenia longiseta,tax-908,NA,NA,Urosolenia longiseta,Urosolenia,Rhizosoleniaceae,Rhizosoleniales,Coscinodiscophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Melosira varians,tax-909,NA,NA,Melosira varians,Melosira,Melosiraceae,Melosirales,Coscinodiscophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Phacus acuminatus,tax-910,NA,NA,Phacus acuminatus,Phacus,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Cosmarium tumidum,tax-912,NA,NA,Cosmarium tumidum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Ulnaria ulna,tax-913,NA,NA,Ulnaria ulna,Ulnaria,Ulnariaceae,Licmophorales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonema triangulum,tax-914,NA,NA,Encyonema triangulum,Encyonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Pteromonas aculeata,tax-915,NA,NA,Pteromonas aculeata,Pteromonas,Phacotaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Mallomonas elongata,tax-916,NA,NA,Mallomonas elongata,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Ochromonas verrucosa,tax-917,NA,NA,Ochromonas verrucosa,Ochromonas,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Staurodesmus,tax-919,NA,NA,NA,Staurodesmus,NA,Desmidiales,Conjugatophyceae,Charophyta,Plantae,genus,gbif,check
Tovellia coronata,tax-920,NA,NA,Tovellia coronata,Tovellia,Tovelliaceae,Gonyaulacales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Trachelomonas hispida,tax-921,NA,NA,Trachelomonas hispida,Trachelomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Cymbella cistula,tax-922,NA,NA,Cymbella cistula,Cymbella,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Gyrodinium helveticum,tax-923,NA,NA,Gyrodinium helveticum,Gyrodinium,Gyrodiniaceae,Gymnodiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Closterium acutum latius,tax-924,NA,Closterium acutum latius,NA,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Mallomonas genevensis,tax-925,NA,NA,Mallomonas genevensis,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Lindavia tenuistriata,tax-927,NA,NA,Lindavia tenuistriata,Lindavia,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cyclotella meneghiniana,tax-928,NA,NA,Cyclotella meneghiniana,Cyclotella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cyclotella meduanae,tax-929,NA,NA,Cyclotella meduanae,Cyclotella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Pantocsekiella polymorpha,tax-930,NA,NA,Pantocsekiella polymorpha,Pantocsekiella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmarium neodepressum,tax-932,NA,NA,Cosmarium neodepressum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium neodepressum planctonicum,tax-933,NA,Cosmarium neodepressum planctonicum,NA,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Carteria multifilis,tax-934,NA,NA,Carteria multifilis,Carteria,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Staurastrum avicula,tax-935,NA,NA,Staurastrum avicula,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Encyonema leibleinii,tax-937,NA,NA,Encyonema leibleinii,Encyonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cyclotella distinguenda,tax-938,NA,NA,Cyclotella distinguenda,Cyclotella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Diatoma ehrenbergii,tax-940,NA,NA,Diatoma ehrenbergii,Diatoma,Tabellariaceae,Rhabdonematales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Staurastrum hexacerum,tax-941,NA,NA,Staurastrum hexacerum,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium pseudoornatum,tax-942,NA,NA,Cosmarium pseudoornatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium aciculare,tax-943,NA,NA,Closterium aciculare,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium pseudonitidulum,tax-944,NA,NA,Cosmarium pseudonitidulum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Peridiniopsis quadridens,tax-945,NA,NA,Peridiniopsis quadridens,Peridiniopsis,Peridiniopsidaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Staurodesmus patens,tax-946,NA,NA,Staurodesmus patens,Staurodesmus,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Lepocinclis tripteris,tax-947,NA,NA,Lepocinclis tripteris,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Cosmarium venustum,tax-948,NA,NA,Cosmarium venustum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Hyalotheca dissiliens,tax-949,NA,NA,Hyalotheca dissiliens,Hyalotheca,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Ulnaria capitata,tax-950,NA,NA,Ulnaria capitata,Ulnaria,Ulnariaceae,Licmophorales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Gymnodinium limitatum,tax-951,NA,NA,Gymnodinium limitatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Staurastrum johnsonii triradiatum,tax-952,NA,Staurastrum johnsonii triradiatum,NA,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Staurastrum manfeldtii splendidum,tax-953,NA,Staurastrum manfeldtii splendidum,NA,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Gonatozygon brebissonii,tax-954,NA,NA,Gonatozygon brebissonii,Gonatozygon,Gonatozygaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Stephanodiscus neoastraea,tax-955,NA,NA,Stephanodiscus neoastraea,Stephanodiscus,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Peridiniopsis cunningtonii,tax-956,NA,NA,Peridiniopsis cunningtonii,Peridiniopsis,Peridiniopsidaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Cosmarium subcrenatum,tax-957,NA,NA,Cosmarium subcrenatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Dinosphaera palustris,tax-958,NA,NA,Dinosphaera palustris,Dinosphaera,Dinosphaeraceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Ceratium hirundinella,tax-959,NA,NA,Ceratium hirundinella,Ceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Cosmarium ornatum,tax-960,NA,NA,Cosmarium ornatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Pantocsekiella kuetzingiana,tax-961,NA,NA,Pantocsekiella kuetzingiana,Pantocsekiella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Gymnodinium excavatum,tax-962,NA,NA,Gymnodinium excavatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Pseudostaurastrum limneticum,tax-963,NA,NA,Pseudostaurastrum limneticum,Pseudostaurastrum,Goniochloridaceae,Goniochloridales,Eustigmatophyceae,Ochrophyta,NA,species,AlgaeBase,check
Biecheleria pseudopalustris,tax-964,NA,NA,Biecheleria pseudopalustris,Biecheleria,Suessiaceae,Suessiales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Cymbopleura inaequalis,tax-965,NA,NA,Cymbopleura inaequalis,Cymbopleura,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Closterium lanceolatum parvum,tax-966,NA,NA,NA,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,form,AlgaeBase,check
Cosmarium granatum,tax-967,NA,NA,Cosmarium granatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Parvodinium elpatiewskyi,tax-969,NA,NA,Parvodinium elpatiewskyi,Parvodinium,Peridiniaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Euglena viridis,tax-970,NA,NA,Euglena viridis,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Cosmarium protractum,tax-971,NA,NA,Cosmarium protractum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Staurastrum pingue,tax-974,NA,NA,Staurastrum pingue,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Staurastrum cingulum,tax-975,NA,NA,Staurastrum cingulum,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Staurastrum manfeldtii,tax-976,NA,NA,Staurastrum manfeldtii,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Gymnodinium palustre,tax-977,NA,NA,Gymnodinium palustre,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Cosmarium punctulatum,tax-978,NA,NA,Cosmarium punctulatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum,tax-979,NA,NA,NA,Euastrum,NA,Desmidiales,Conjugatophyceae,Charophyta,Plantae,genus,gbif,check
Euastrum subalpinum,tax-980,NA,NA,Euastrum subalpinum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Tryblionella hantzschiana,tax-981,NA,NA,Tryblionella hantzschiana,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Lindavia schroeteri,tax-982,NA,NA,Lindavia schroeteri,Lindavia,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Closterium nordstedtii,tax-983,NA,NA,Closterium nordstedtii,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Nitzschia sigmoidea,tax-985,NA,NA,Nitzschia sigmoidea,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Staurastrum furcigerum,tax-986,NA,NA,Staurastrum furcigerum,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Staurastrum proboscideum,tax-988,NA,NA,Staurastrum proboscideum,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Lagerheimia citriformis,tax-989,NA,NA,Lagerheimia citriformis,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Eunotia tetraodon,tax-990,NA,NA,Eunotia tetraodon,Eunotia,Eunotiaceae,Eunotiales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmarium margaritiferum regularius,tax-991,NA,NA,NA,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,form,AlgaeBase,check
Phacus tortus,tax-992,NA,NA,Phacus tortus,Phacus,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Gonyaulax clevei,tax-993,NA,NA,Gonyaulax clevei,Gonyaulax,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Euglena rubra,tax-994,NA,NA,Euglena rubra,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Closterium parvulum,tax-995,NA,NA,Closterium parvulum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Staurastrum teliferum,tax-996,NA,NA,Staurastrum teliferum,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Craticula cuspidata,tax-997,NA,NA,Craticula cuspidata,Craticula,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmarium octhodes,tax-998,NA,NA,Cosmarium ochthodes,Cosmarium,NA,Desmidiales,Conjugatophyceae,Charophyta,Plantae,species,gbif,check
Staurastrum sebaldii,tax-999,NA,NA,Staurastrum sebaldi,Staurastrum,NA,Desmidiales,Conjugatophyceae,Charophyta,Plantae,species,gbif,check
Lepocinclis oxyuris,tax-1000,NA,NA,Lepocinclis oxyuris,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Cosmarium pseudopyramidatum,tax-1001,NA,NA,Cosmarium pseudopyramidatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Brebissonia lanceolata,tax-1002,NA,NA,Brebissonia lanceolata,Brebissonia,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmarium brebissonii,tax-1003,NA,NA,Cosmarium brebissonii,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium reniforme,tax-1004,NA,NA,Cosmarium reniforme,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Gymnodinium uberrimum,tax-1005,NA,NA,Gymnodinium uberrimum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Apocalathium aciculiferum,tax-1006,NA,NA,Apocalathium aciculiferum,Apocalathium,Thoracosphaeraceae,Thoracosphaerales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Amphora ovalis,tax-1007,NA,NA,Amphora ovalis,Amphora,Catenulaceae,Thalassiophysales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Pinnularia major,tax-1009,NA,NA,Pinnularia major,Pinnularia,Pinnulariaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Kolkwitziella acuta,tax-1010,NA,NA,Kolkwitziella acuta,Kolkwitziella,Protoperidiniaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Peridinium cinctum,tax-1011,NA,NA,Peridinium cinctum,Peridinium,Peridiniaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Peridinium willei,tax-1012,NA,NA,Peridinium willei,Peridinium,Peridiniaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Phacus orbicularis,tax-1013,NA,NA,Phacus orbicularis,Phacus,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Surirella librile,tax-1014,NA,NA,Surirella librile,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmarium biretum,tax-1015,NA,NA,Cosmarium biretum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Staurastrum bulbosum,tax-1016,NA,NA,Staurastrum bulbosum,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium undulatum,tax-1017,NA,NA,Cosmarium undulatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Surirella regula,tax-1018,NA,NA,Surirella regula,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmarium margaritiferum,tax-1019,NA,NA,Cosmarium margaritiferum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Peridinium volzii,tax-1020,NA,NA,Peridinium volzii,Peridinium,Peridiniaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Lindavia bodanica,tax-1022,NA,NA,Lindavia bodanica,Lindavia,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cyclotella lemanensis,tax-1023,NA,NA,Cyclotella lemanensis,Cyclotella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cyclotella planctonica,tax-1024,NA,NA,Cyclotella planctonica,Cyclotella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Closterium dianae,tax-1025,NA,NA,Closterium dianae,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Phacus longicauda,tax-1027,NA,NA,Phacus longicauda,Phacus,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Pinnularia acrosphaeria,tax-1028,NA,NA,Pinnularia acrosphaeria,Pinnularia,Pinnulariaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cymatopleura elliptica,tax-1029,NA,NA,Cymatopleura elliptica,Cymatopleura,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Gyrosigma attenuatum,tax-1030,NA,NA,Gyrosigma attenuatum,Gyrosigma,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Gyrosigma acuminatum,tax-1032,NA,NA,Gyrosigma acuminatum,Gyrosigma,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Xanthidium antilopaeum,tax-1033,NA,NA,Xanthidium antilopaeum,Xanthidium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium turpinii,tax-1034,NA,NA,Cosmarium turpinii,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium lineatum,tax-1035,NA,NA,Closterium lineatum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium moniliferum,tax-1036,NA,NA,Closterium moniliferum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Campylodiscus noricus,tax-1037,NA,NA,Campylodiscus noricus,Campylodiscus,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Pleurotaenium trabecula,tax-1038,NA,NA,Pleurotaenium trabecula,Pleurotaenium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium striolatum,tax-1039,NA,NA,Closterium striolatum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
